"sw_identity","spelling","article","ver_string","dev_string","cit_string","url_string","ext_string","rel_string","lic_string","abb_string","alt_string"
"https://www.adaptivebiotech.com/immunoseq","immunoSEQ Analyzer","http://data.gesis.org/somesci/PMC6411919",,,,"https://www.adaptivebiotech.com/immunoseq",,,,,
"http://jtreeview.sourceforge.net","TreeView","http://data.gesis.org/somesci/PMC6411919",,,,"http://jtreeview.sourceforge.net",,,,,
"http://lpg.nci.nih.gov","SNPdetector","http://data.gesis.org/somesci/PMC1274293",,,,"http://lpg.nci.nih.gov",,,,,
"http://bio.ifom-firc.it/NTFootPrinter","NemaFootPrinter","http://data.gesis.org/somesci/PMC1866385",,,,"http://bio.ifom-firc.it/NTFootPrinter/index.html",,,,,
"https://www.imsc.res.in/~rsidd/phylogibbs-mp","PhyloGibbs-MP","http://data.gesis.org/somesci/PMC2518514",,,,"http://www.imsc.res.in/∼rsidd/phylogibbs-mp/",,,,,
"https://scholar.princeton.edu/gitailab/psicic","PSICIC","http://data.gesis.org/somesci/PMC2581597",,,,"http://www.molbio1.princeton.edu/labs/gitai/",,,,,
"http://www.pristionchus.org/3CPrimerDesign","3C Primer Design","http://data.gesis.org/somesci/PMC2811132",,,,"http://www.pristionchus.org/3CPrimerDesign/",,,,,
"https://cbr.jic.ac.uk/threadmapper","THREaD Mapper Studio","http://data.gesis.org/somesci/PMC2896177",,,,"http://cbr.jic.ac.uk/threadmapper",,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC2644762","1.03",,"[45]",,,,,,
"https://cran.r-project.org/package=mRMRe","mRMRe","http://data.gesis.org/somesci/PMC6269088",,,"[44]",,,,,,
"https://www.bioconductor.org/packages/survcomp","survcomp","http://data.gesis.org/somesci/PMC6269088",,,"[46]",,,,,,
"http://csg.sph.umich.edu/abecasis/metal","METAL","http://data.gesis.org/somesci/PMC6345421",,,"[76]",,,,,,
"https://hydra.usc.edu/gxe","Quanto","http://data.gesis.org/somesci/PMC6345421",,,"[73]",,,,,,
"https://www.hyphy.org","HyPhy","http://data.gesis.org/somesci/PMC6372264",,,"Kosakovsky Pond et al. 2005; Delport et al. 2010",,,,,,
"http://bioinf.wehi.edu.au/software/goseq","GOseq","http://data.gesis.org/somesci/PMC6719071",,,"[14]",,,,,,
"http://meme.sdsc.edu","FIMO","http://data.gesis.org/somesci/PMC6719071",,,"[18]",,,,,,
"https://github.com/lh3/bwa","BWA","http://data.gesis.org/somesci/PMC6719071",,,"[20]",,,,,,
"http://consurf-hssp.tau.ac.il","ConSurf-HSSP","http://data.gesis.org/somesci/PMC2134966",,,"[45]",,,,,,
"http://www.bioinformatics.sussex.ac.uk/SHARP2","SHARP2","http://data.gesis.org/somesci/PMC2134966",,,"[46]",,,,,,
"https://www.wikidata.org/wiki/Q1659584","ImageJ","http://data.gesis.org/somesci/PMC2500018",,,"[20]",,,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC2987837",,,"[21]",,,,,,
"http://www.mtifwb.com","RIU","http://data.gesis.org/somesci/PMC1831734","2.26B","MTI Health Services",,,,,,,
"https://www.wikidata.org/wiki/Q513297","ArcGIS","http://data.gesis.org/somesci/PMC2323303","9.2","ESRI",,,,,,,
"https://www.wikidata.org/wiki/Q169478","MATLAB","http://data.gesis.org/somesci/PMC2574410","7.0","Mathworks Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q106381184","RevMan","http://data.gesis.org/somesci/PMC2582449","4.1","Cochrane Collaboration",,,,,,,
"https://softgenetics.com/mutationSurveyor.php","Mutation Surveyor","http://data.gesis.org/somesci/PMC2644762","3.10","SoftGenetics",,,,,,,
"http://www.adept.net.au/software/mediacy/ImagePro/scopePro.shtml","Scope-Pro","http://data.gesis.org/somesci/PMC2790482","5.0","Media Cybernetics",,,,,,,
"https://www.wikidata.org/wiki/Q4049465","SigmaPlot","http://data.gesis.org/somesci/PMC2790482","9.0","Systat Software, Inc.",,,,,,,
"https://www.statistix.com","Satistix","http://data.gesis.org/somesci/PMC2790482","1.0","Analytical Software",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC2970551","11","Stata Corp. LP",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC3022014","15","IBM",,,,,,,
"https://www.bruker.com/en/services/training/magnetic-resonance/nmr-trainings/germany-switzerland/amix-software.html","AMIX","http://data.gesis.org/somesci/PMC6541987",,"Bruker GmbH",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC7072535",,"SAS Institute Inc.",,,,,,,
"IMAGELAB_01","Imagelab","http://data.gesis.org/somesci/PMC7098419",,"SOFTIUM Informática LTDA",,,,,,,
"https://tools.thermofisher.com/content/sfs/brochures/D01575~.pdf","iTeva","http://data.gesis.org/somesci/PMC7177638",,"Thermo Scientific",,,,,,,
"https://www.solidworks.com/product/solidworks-3d-cad","CAD","http://data.gesis.org/somesci/PMC7298014",,"SolidWorks",,,,,,,
"http://www.ensembl.org","ENSEMBLE","http://data.gesis.org/somesci/PMC1657052",,"Sanger Institute",,,,,,,
"https://www.wikidata.org/wiki/Q4654344","AsReml","http://data.gesis.org/somesci/PMC1939732",,"VSN International",,,,,,,
"https://www.wikidata.org/wiki/Q1161680","JMP","http://data.gesis.org/somesci/PMC2560998",,"SAS Institute Inc.",,,,,,,
"CELLQUEST_01","CellQuest","http://data.gesis.org/somesci/PMC2721656",,"BD Biosciences",,,,,,,
"https://www.wikidata.org/wiki/Q7602967","Statview","http://data.gesis.org/somesci/PMC2989911",,"SAS",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC6338375","9.2",,,,,,,,
"https://www.wikidata.org/wiki/Q5531616","Geneious","http://data.gesis.org/somesci/PMC6372264","6.0",,,,,,,,
"https://github.com/kingsfordgroup/sailfish","Sailfish","http://data.gesis.org/somesci/PMC6411919","0.6.3",,,,,,,,
"https://jp.support.illumina.com/sequencing/sequencing_software/real-time_analysis_rta.html","RTA","http://data.gesis.org/somesci/PMC6411919","1.13.48.0",,,,,,,,
"http://bonsai.hgc.jp/~mdehoon/software/cluster","Gene Cluster","http://data.gesis.org/somesci/PMC6411919","3.0",,,,,,,,
"https://www.moleculardevices.com/products/additional-products/genepix-microarray-systems-scanners","Genepix Pro","http://data.gesis.org/somesci/PMC6411919","6.0",,,,,,,,
"http://bonsai.hgc.jp/~mdehoon/software/cluster","Cluster","http://data.gesis.org/somesci/PMC6411919","3.0",,,,,,,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC6411919","7",,,,,,,,
"http://bonsai.hgc.jp/~mdehoon/software/cluster","Cluster","http://data.gesis.org/somesci/PMC7072535","3.0",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC2295259","11.5",,,,,,,,
"https://www.wikidata.org/wiki/Q7512231","SigmaStat","http://data.gesis.org/somesci/PMC2715862","3.5",,,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC2771898","9.1.2",,,,,,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC2790482","95",,,,,,,,
"https://www.wikidata.org/wiki/Q1471909","Minitab","http://data.gesis.org/somesci/PMC2844416","15.1",,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC2936424","10.1",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC2942830","15.0",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC2942830","15.0",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC2987837","17.0",,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC3001859","2.8.0",,,,,,,,
"https://www.wikidata.org/wiki/Q169478","MatLab","http://data.gesis.org/somesci/PMC3027618","7.1",,,,,,,,
"https://www.wikidata.org/wiki/Q11368","Unix","http://data.gesis.org/somesci/PMC1274293",,,,,,,,,
"https://www.wikidata.org/wiki/Q388","Linux","http://data.gesis.org/somesci/PMC1274293",,,,,,,,,
"https://www.wikidata.org/wiki/Q15777","C","http://data.gesis.org/somesci/PMC1274293",,,,,,,,,
"https://www.wikidata.org/wiki/Q388","Linux","http://data.gesis.org/somesci/PMC1283974",,,,,,,,,
"https://www.wikidata.org/wiki/Q14116","MacOSX","http://data.gesis.org/somesci/PMC1283974",,,,,,,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC1283974",,,,,,,,,
"https://mathworks.com/products/image.html","Image Processing Toolbox","http://data.gesis.org/somesci/PMC1283974",,,,,,,,,
"http://coxpress.sf.net","CoXpress","http://data.gesis.org/somesci/PMC1660556",,,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC1660556",,,,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC2002515",,,,,,,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC2386491",,,,,,,,,
"https://www.wikidata.org/wiki/Q14116","Mac","http://data.gesis.org/somesci/PMC2386491",,,,,,,,,
"http://sourceforge.net/projects/lamina","LAMINA","http://data.gesis.org/somesci/PMC2500018",,,,,,,,,
"https://www.mediacy.com/imageproplus","IPP","http://data.gesis.org/somesci/PMC2790482",,,,,,,,,
"https://www.wikidata.org/wiki/Q2407","C++","http://data.gesis.org/somesci/PMC2832824",,,,,,,,,
"https://www.wikidata.org/wiki/Q42478","Perl","http://data.gesis.org/somesci/PMC2921379",,,,,,,,,
"https://www.wikidata.org/wiki/Q169478","MATLAB","http://data.gesis.org/somesci/PMC6239323",,,,,,,,,
"https://www.wikidata.org/wiki/Q1788435","Statistica","http://data.gesis.org/somesci/PMC6319765",,,,,,,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC6322718",,,,,,,,,
"https://www.wikidata.org/wiki/Q14116","Mac","http://data.gesis.org/somesci/PMC6328181",,,,,,,,,
"http://csg.sph.umich.edu/abecasis/metal","METAL","http://data.gesis.org/somesci/PMC6345421",,,,,,,,,
"https://www.wikidata.org/wiki/Q866737","ClustalW","http://data.gesis.org/somesci/PMC6372264",,,,,,,,,
"https://github.com/veg/datamonkey-js","Datamonkey","http://data.gesis.org/somesci/PMC6372264",,,,,,,,,
"https://toppgene.cchmc.org/enrichment.jsp","ToppFun","http://data.gesis.org/somesci/PMC6411919",,,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC6411919",,,,,,,,,
"https://www.wikidata.org/wiki/Q1406","windows","http://data.gesis.org/somesci/PMC6487331",,,,,,,,,
"https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-ls","LAS X","http://data.gesis.org/somesci/PMC7298014",,,,,,,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC7471053",,,,,,,,,
"https://www.wikidata.org/wiki/Q28974859","GATK","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://www.wikidata.org/wiki/Q30593150","SnpEff","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://www.wikidata.org/wiki/Q169478","MATLAB","http://data.gesis.org/somesci/PMC6239323",,,,,,,,,
"https://www.gsea-msigdb.org/gsea/index.jsp","GSEA","http://data.gesis.org/somesci/PMC6269088",,,,,,,,,
"https://www.wikidata.org/wiki/Q11272","Excel","http://data.gesis.org/somesci/PMC6301656",,,,,,,,,
"https://mathgen.stats.ox.ac.uk/genetics_software/snptest/snptest.html","SNPTEST","http://data.gesis.org/somesci/PMC6345421",,,,,,,,,
"https://www.illumina.com/Documents/products/technotes/technote_gencall_data_analysis_software.pdf","GenCall","http://data.gesis.org/somesci/PMC6345421",,,,,,,,,
"https://www.wikidata.org/wiki/Q286820","BLAST","http://data.gesis.org/somesci/PMC6372264",,,,,,,,,
"https://genome.unc.edu/las","LAS","http://data.gesis.org/somesci/PMC7072535",,,,,,,,,
"https://genome.unc.edu/las","LAS","http://data.gesis.org/somesci/PMC7072535",,,,,,,,,
"https://www.wikidata.org/wiki/Q5425748","Fiji","http://data.gesis.org/somesci/PMC7298014",,,,,,,,,
"https://github.com/genome/bam-readcount","bam-readcount","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://xcell.ucsf.edu","xCell","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://cran.r-project.org/package=survminer","survminer","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://cran.r-project.org/package=survival","survival","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://cran.r-project.org/package=OptimalCutpoints","OptimalCutpoints","http://data.gesis.org/somesci/PMC7598519",,,,,,,,,
"http://lpg.nci.nih.gov","SNPdetector","http://data.gesis.org/somesci/PMC1274293",,,,,,,,,
"http://www2.umdnj.edu/lilabweb/publications/AccuTyping.html","AccuTyping","http://data.gesis.org/somesci/PMC1635267",,,,,,,,,
"http://www2.umdnj.edu/lilabweb/publications/AccuTyping.html","AccuTyping","http://data.gesis.org/somesci/PMC1635267",,,,,,,,,
"http://coxpress.sf.net","coXpress","http://data.gesis.org/somesci/PMC1660556",,,,,,,,,
"http://coxpress.sf.net","CoXpress","http://data.gesis.org/somesci/PMC1660556",,,,,,,,,
"https://www.wikidata.org/wiki/Q11368","UNIX","http://data.gesis.org/somesci/PMC1866385",,,,,,,,,
"https://www.wikidata.org/wiki/Q47607","SQL","http://data.gesis.org/somesci/PMC1866385",,,,,,,,,
"https://www.wikidata.org/wiki/Q42478","Perl","http://data.gesis.org/somesci/PMC1866385",,,,,,,,,
"http://webs.uvigo.es/acraaj/GenomePop.htm","GenomePop","http://data.gesis.org/somesci/PMC2386491",,,,,,,,,
"https://www.wikidata.org/wiki/Q251","Java","http://data.gesis.org/somesci/PMC2500018",,,,,,,,,
"https://www.imsc.res.in/~rsidd/phylogibbs","PhyloGibbs","http://data.gesis.org/somesci/PMC2518514",,,,,,,,,
"https://www.imsc.res.in/~rsidd/phylogibbs-mp","PhyloGibbs-MP","http://data.gesis.org/somesci/PMC2518514",,,,,,,,,
"http://bio.informatics.iupui.edu/proteolens","ProteoLens","http://data.gesis.org/somesci/PMC2537576",,,,,,,,,
"http://bio.informatics.iupui.edu/proteolens","ProteoLens","http://data.gesis.org/somesci/PMC2537576",,,,,,,,,
"https://scholar.princeton.edu/gitailab/psicic","PSICIC","http://data.gesis.org/somesci/PMC2581597",,,,,,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC2644762",,,,,,,,,
"https://www.wikidata.org/wiki/Q42979","Basic","http://data.gesis.org/somesci/PMC2661960",,,,,,,,,
"http://epigraph.mpi-inf.mpg.de","EpiGRAPH","http://data.gesis.org/somesci/PMC2688269",,,,,,,,,
"https://www.wikidata.org/wiki/Q42478","PERL","http://data.gesis.org/somesci/PMC2704872",,,,,,,,,
"http://www.ebi.ac.uk/thornton-srv/software/PoreWalker","PoreWalker","http://data.gesis.org/somesci/PMC2704872",,,,,,,,,
"https://web.stanford.edu/group/pritchardlab/structure.html","Structure","http://data.gesis.org/somesci/PMC2731885",,,,,,,,,
"http://homepages.ed.ac.uk/pmckeigu/software/admixmap","ADMIXMAP","http://data.gesis.org/somesci/PMC2731885",,,,,,,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC2790482",,,,,,,,,
"https://www.wikidata.org/wiki/Q129793","Photoshop","http://data.gesis.org/somesci/PMC2790482",,,,,,,,,
"http://www.pristionchus.org/3CPrimerDesign","3PD","http://data.gesis.org/somesci/PMC2811132",,,,,,,,,
"https://github.com/arq5x/bedtools2","BEDTools","http://data.gesis.org/somesci/PMC2832824",,,,,,,,,
"https://www.wikidata.org/wiki/Q28865","Python","http://data.gesis.org/somesci/PMC2896177",,,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC2921379",,,,,,,,,
"https://www.illumina.com/Documents/products/datasheets/datasheet_beadstudio.pdf","BeadStudio","http://data.gesis.org/somesci/PMC2987837",,,,,,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC2987837",,,,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC3001856",,,,,,,,,
"https://sites.google.com/site/neuromapsoftware","NeuroMap","http://data.gesis.org/somesci/PMC3034234",,,,,,,,,
"https://sites.google.com/site/neuromapsoftware","NeuroMap","http://data.gesis.org/somesci/PMC3034234",,,,,,,,,
"https://sites.google.com/site/neuromapsoftware","NeuroMap","http://data.gesis.org/somesci/PMC3034234",,,,,,,,,
"https://sites.google.com/site/neuromapsoftware","NeuroMap","http://data.gesis.org/somesci/PMC3034234",,,,,,,,,
"https://sites.google.com/site/neuromapsoftware","NeuroMap","http://data.gesis.org/somesci/PMC3034234",,,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC6345421",,,,,,,,,
"https://www.wikidata.org/wiki/Q28444600","BioMart","http://data.gesis.org/somesci/PMC6372264",,,,,,,,,
"https://www.wikidata.org/wiki/Q866737","ClustalW","http://data.gesis.org/somesci/PMC6372264",,,,,,,,,
"http://code.google.com/p/rna-star","STAR","http://data.gesis.org/somesci/PMC6411919",,,,,,,,,
"https://bioconductor.org/packages/DESeq2","DESeq2","http://data.gesis.org/somesci/PMC6411919",,,,,,,,,
"https://www.chenomx.com","Chenomx","http://data.gesis.org/somesci/PMC6541987",,,,,,,,,
"https://www.wikidata.org/wiki/Q42478","Perl","http://data.gesis.org/somesci/PMC6719071",,,,,,,,,
"https://github.com/mlbendall/telescope","Telescope","http://data.gesis.org/somesci/PMC6786656",,,,,,,,,
"https://xenabrowser.net/hub","Xena","http://data.gesis.org/somesci/PMC6910861",,,,,,,,,
"https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-ls","LAS X","http://data.gesis.org/somesci/PMC7298014",,,,,,,,,
"https://github.com/brwnj/bcl2fastq","bcl2fastq2","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"https://www.wikidata.org/wiki/Q30593150","SnpEff","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"http://mutationassessor.org","MutationAssessor","http://data.gesis.org/somesci/PMC7519650",,,,,,,,,
"http://prody.csb.pitt.edu","ProDy","http://data.gesis.org/somesci/PMC3102222",,,,"http://www.csb.pitt.edu/ProDy/",,,"GNU General Public License",,
"http://code.google.com/p/pyms","PyMS","http://data.gesis.org/somesci/PMC3533878",,,,"http://code.google.com/p/pyms/",,,"GNU GPL",,
"http://www.github.com/FragIt","FragIt","http://data.gesis.org/somesci/PMC3445547",,,,,,,"GPL",,
"https://bioconductor.org/packages/FunciSNP","FunciSNP","http://data.gesis.org/somesci/PMC3467035",,,,,,,"General Public License",,
"http://www.aqua.stir.ac.uk/rep-gen/Downloads.html","FAP","http://data.gesis.org/somesci/PMC3561353","3.6",,"[59]",,,,,,"Family Assignment Program"
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC3187828","18.0",,,,,,,,"Statistical Package for the Social Sciences"
"http://www.bionut.ki.se/users/pesv/podbat","Podbat","http://data.gesis.org/somesci/PMC3161910",,,,,,,,,"Positioning database and analysis tool"
"http://doi.org/10.1371/journal.pcbi.1002380","DOGS","http://data.gesis.org/somesci/PMC3280956",,,,,,,,,"Design Of Genuine Structures"
"https://github.com/arq5x/gemini","GEMINI","http://data.gesis.org/somesci/PMC3715403",,,,,,,,,"GEnome MINIng"
"https://www.wikidata.org/wiki/Q181596","Statistical Package for Social Science","http://data.gesis.org/somesci/PMC3974756","18.0","SPSS",,,,,,"SPSS",
"https://www.wikidata.org/wiki/Q2003932","Statistical Analysis Systems","http://data.gesis.org/somesci/PMC3541353","9.2",,,,,,,"SAS",
"https://www.wikidata.org/wiki/Q181596","Statistical Package for the Social Science","http://data.gesis.org/somesci/PMC3569413","19.0",,,,,,,"SPSS",
"https://bioconductor.org/packages/FunciSNP","Functional Identification of SNPs","http://data.gesis.org/somesci/PMC3467035",,,,,,,,"FunciSNP",
"https://www.wikidata.org/wiki/Q5025484","Cambridge Neuropsychological Test Automated Battery","http://data.gesis.org/somesci/PMC3515609",,,,,,,,"CANTAB",
"OOIBASE_01","OOIBase","http://data.gesis.org/somesci/PMC3485355","2.0.6.5","Optics",,,"32","2002",,,
"OOIBASE_01","OOIBase","http://data.gesis.org/somesci/PMC3485355","2.0.6.5","Ocean Optics, Inc.",,,"32","2002",,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC3885597","12.0","STATA Corporation",,,"SE",,,,
"https://www.wikidata.org/wiki/Q41793788","BrainVoyager","http://data.gesis.org/somesci/PMC3896435","2.3","Brain Innovation B.V.",,,"QX",,,,
"https://www.wikidata.org/wiki/Q41793788","BrainVoyager","http://data.gesis.org/somesci/PMC3144942",,"Brain Innovation",,,"QX",,,,
"https://www.wikidata.org/wiki/Q41793788","BrainVoyager","http://data.gesis.org/somesci/PMC3466236",,"Brain Innovation B.V.",,,"QX",,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC3544861","9.2",,,,"STAT",,,,
"https://www.wikidata.org/wiki/Q388","Linux","http://data.gesis.org/somesci/PMC3853218",,,,,"64-bit",,,,
"https://www.wikidata.org/wiki/Q1406","Windows","http://data.gesis.org/somesci/PMC3853218",,,,,"64-bit",,,,
"https://www.wikidata.org/wiki/Q1258962","MAXQDA","http://data.gesis.org/somesci/PMC3790745",,,"[37]",,,"2007",,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC3120774","11","StataCorp.",,,,"2009",,,
"https://www.wikidata.org/wiki/Q181596","SPSS statistics","http://data.gesis.org/somesci/PMC3167763","17.0.0","SPSS Inc",,,,"Aug 23. 2008",,,
"https://www.kubios.com","Kubios HRV","http://data.gesis.org/somesci/PMC3464298","2.0","biosignal analysis and medical imaging group",,,,"2008",,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC3662790","11.1","StataCorp",,,,"2009",,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC3756026","20.0","SPSS Inc.",,,,"2012",,,
"https://www.wikidata.org/wiki/Q11272","Excel","http://data.gesis.org/somesci/PMC3353911",,"Microsoft Corporation",,,,"2007",,,
"https://www.wikidata.org/wiki/Q11272","Excel","http://data.gesis.org/somesci/PMC3492432",,"Microsoft",,,,"2010",,,
"https://www.wikidata.org/wiki/Q17042611","NCSS","http://data.gesis.org/somesci/PMC3549981","07.1.15",,,,,"2007",,,
"https://www.wikidata.org/wiki/Q169478","Matlab","http://data.gesis.org/somesci/PMC3961335",,,,,,"R2009b",,,
"https://www.wikidata.org/wiki/Q41566485","SPM","http://data.gesis.org/somesci/PMC3397979","8","Wellcome Trust Centre for Neuroimaging",,"http://www.fil.ion.ucl.ac.uk/spm",,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC3561353","2.15.1","R Development Core Team",,"www.r-project.org",,,,,
"http://www.bioportal.uio.no","Bioportal","http://data.gesis.org/somesci/PMC3485250",,"University of Oslo",,"http://www.bioportal.uio.no",,,,,
"https://sites.google.com/site/mtphyl","mtPhyl","http://data.gesis.org/somesci/PMC3283723","2.8.0.0",,,"http://eltsov.org",,,,,
"http://www.cbs.dtu.dk/services/SignalP","SignalP","http://data.gesis.org/somesci/PMC3712955","3.0",,,"http://www.cbs.dtu.dk/services/SignalP",,,,,
"https://www.pbarrett.net/Gower/Gower.html","Gower","http://data.gesis.org/somesci/PMC3792883","1.1",,,"www.pbarrett.net/software.html",,,,,
"https://www.pbarrett.net/Bootstrap/Bootstrap.html","Bootstrap","http://data.gesis.org/somesci/PMC3792883","1.0",,,"http://www.pbarrett.net/Bootstrap/Bootstrap.html",,,,,
"http://www.broadinstitute.org/scientific-community/science/projects/viral-genomics/v-phaser-2","V-Phaser","http://data.gesis.org/somesci/PMC3907024","2",,,"http://www.broadinstitute.org/scientific-community/science/projects/viral-genomics/v-phaser-2",,,,,
"https://www.wikidata.org/wiki/Q41566485","SPM","http://data.gesis.org/somesci/PMC3925163","8",,,"http://www.fil.ion.ucl.ac.uk/spm",,,,,
"http://fcsb.njau.edu.cn/microsyn","MicroSyn","http://data.gesis.org/somesci/PMC3072343",,,,"http://fcsb.njau.edu.cn/microsyn",,,,,
"http://hmmer.janelia.org","HMMER","http://data.gesis.org/somesci/PMC3125773",,,,"http://hmmer.janelia.org",,,,,
"http://hmmer.janelia.org","HMMER","http://data.gesis.org/somesci/PMC3125773",,,,"http://hmmer.janelia.org",,,,,
"https://www.attivio.com","Attivio","http://data.gesis.org/somesci/PMC3173492",,,,"http://www.attivio.com/active-intelligence/aie-features/aie-language-processing.html",,,,,
"https://www.wikidata.org/wiki/Q8046870","Yahoo-BOSS API","http://data.gesis.org/somesci/PMC3173492",,,,"http://developer.yahoo.com/search/boss/",,,,,
"http://comp-bio.anu.edu.au/bellerophon/bellerophon.pl","Bellerpheron","http://data.gesis.org/somesci/PMC3338667",,,,"greengenes.lbl.gov/",,,,,
"http://qtlcap.ed.ac.uk","QTL Express","http://data.gesis.org/somesci/PMC3431302",,,,"http://qtlcap.ed.ac.uk",,,,,
"http://www.korbel.embl.de/software.html","DELLY","http://data.gesis.org/somesci/PMC3436805",,,,"http://www.korbel.embl.de/software.html",,,,,
"http://compbio.clemson.edu/DelPhi.php","DelPhi","http://data.gesis.org/somesci/PMC3463482",,,,"http://compbio.clemson.edu/delphi.php",,,,,
"https://bioconductor.org","Bioconductor","http://data.gesis.org/somesci/PMC3467035",,,,"bioconductor.org",,,,,
"http://www.vislab.ucl.ac.uk/cogent_2000.php","Cogent 2000","http://data.gesis.org/somesci/PMC3504100",,,,"http://www.vislab.ucl.ac.uk/cogent.php",,,,,
"https://www.wikidata.org/wiki/Q5025484","CANTAB","http://data.gesis.org/somesci/PMC3515609",,,,"http://www.cantab.com/cantab-tests-cambridge-gambling-task.asp",,,,,
"http://biocomputer.bio.cuhk.edu.hk/T3DB/T3_MM.php","T3_MM","http://data.gesis.org/somesci/PMC3589343",,,,"http://biocomputer.bio.cuhk.edu.hk/softwares/T3_MM",,,,,
"https://github.com/Chaste/Chaste","Chaste","http://data.gesis.org/somesci/PMC3597547",,,,"http://www.ohloh.net/p/Chaste",,,,,
"https://www.wikidata.org/wiki/Q18215965","Psychtoolbox","http://data.gesis.org/somesci/PMC3675124",,,,"www.psychtoolbox.org",,,,,
"https://www.wikidata.org/wiki/Q1726452","MASCOT","http://data.gesis.org/somesci/PMC3712955",,,,"www.matrixscience.com",,,,,
"https://www.wikidata.org/wiki/Q286820","BLAST","http://data.gesis.org/somesci/PMC3712955",,,,"http://ncbi.nlm.nih.gov/blast",,,,,
"http://smart.emblheidelberg.de","SMART","http://data.gesis.org/somesci/PMC3712955",,,,"http://smart.emblheidelberg.de",,,,,
"http://www.restfmri.net/forum/REST_V1.8","REST","http://data.gesis.org/somesci/PMC3925163",,,,"http://www.restfmri.net/forum/REST_V1.8",,,,,
